Categoria       Venitul        Ianuarie       Februarie      Martie         Aprilie        Mai            Iunie          Iulie          August         Septembrie     Octombrie      Noiembrie      Decembrie      
let             2019576.51     61303.60       75113.72       86379.17       281506.61      146185.64      448941.46      304641.89      86742.60       107979.28      275779.24      133721.91      11281.39       
green           2019202.94     185356.01      202906.90      72785.84       75599.65       92350.07       289433.53      108785.63      141346.42      158866.00      239375.84      137921.80      314475.25      
or              2016849.57     53721.08       177109.95      185138.61      133186.18      277862.23      277320.34      263589.35      106037.45      46271.09       162185.97      146736.81      187690.51      
bag             2013844.07     64132.60       276945.78      207845.51      197012.28      75476.26       82795.63       43632.12       151800.03      175450.27      220939.01      168439.36      349375.22      
blue            2012659.07     119634.75      185626.06      122013.61      123208.62      304373.19      150292.79      52188.95       148752.40      272591.77      217338.69      157567.97      159070.27      
easy            2010662.43     272124.05      141860.78      100965.24      175647.71      51724.08       257544.47      86644.39       237139.82      30335.58       233290.80      175724.66      247660.85      
image           2007840.88     195545.48      92032.57       150413.57      57989.86       237116.61      225416.12      262312.02      190380.84      179027.78      220235.11      89757.44       107613.48      
car             2005879.45     271729.78      61459.12       134645.28      264924.34      149165.15      73189.15       276053.45      169171.41      197484.54      162519.97      27865.58       217671.68      
number          2005777.77     114051.06      143833.14      132696.88      70988.60       208695.11      64990.25       274748.23      134242.97      276703.77      211424.22      97130.23       276273.31      
loss            2004562.54     211196.15      240672.15      98854.32       95472.50       126431.20      37599.15       140113.15      53124.44       230124.14      182947.50      330840.79      257187.05      
minute          2004393.74     83104.35       96578.67       210357.73      315407.71      297486.73      165815.50      59973.18       57592.15       162974.55      144923.91      173885.27      236293.99      
fine            2003627.04     135065.07      112934.92      240863.69      163226.66      73022.70       10741.50       212801.63      211429.52      113569.89      253589.85      228026.59      248355.02      
because         2002649.48     86176.60       146670.93      263989.11      4870.11        124996.17      319013.72      263447.58      118198.61      130053.96      124679.55      197177.90      223375.24      
join            2001675.49     228865.59      38502.80       119221.85      210238.94      286027.89      45641.31       154098.74      214583.75      169361.65      142129.32      230694.55      162309.10      
fish            2001558.15     88398.57       178154.06      140030.30      57870.45       52654.20       382071.93      178093.29      77880.81       97805.67       192288.40      209880.04      346430.43      
summer          2000932.59     200526.69      141310.60      89819.90       363638.42      51897.03       150958.87      175970.51      256142.69      185308.36      46425.25       105342.08      233592.19      
specific        2000043.00     162522.87      166864.54      208943.88      128619.55      243490.94      208184.50      193262.86      110790.39      78783.57       205033.06      108070.80      185476.04      
not             1999890.61     182820.30      65082.37       35774.87       316295.15      128716.06      143046.85      93134.96       329826.67      342938.26      184808.28      73565.71       103881.13      
seven           1999555.67     219857.93      131359.91      243557.23      141350.04      188357.10      105455.48      242407.13      55736.41       157276.40      162536.32      143185.58      208476.14      
interview       1998911.44     154106.03      146920.57      185570.52      158643.84      200070.21      199095.49      247523.86      177794.28      238318.59      98480.24       57774.33       134613.48      
where           1997021.66     148647.37      174518.40      143522.72      330068.94      203630.39      109689.09      55408.09       65509.58       263608.12      173501.37      163204.69      165712.90      
receive         1994941.62     106738.11      87106.19       189704.04      155888.85      183564.25      235167.98      168152.19      129100.56      218380.52      228646.02      101925.63      190567.28      
surface         1992861.96     211949.51      151184.98      160026.36      170424.12      266034.15      251170.92      55645.44       203075.13      94866.81       54744.88       280955.37      92784.29       
peace           1992781.93     262002.36      65845.90       119263.83      224409.20      219718.85      72037.10       91665.73       177692.96      196344.60      185639.07      297132.63      81029.70       
office          1992732.74     187983.47      6943.65        330824.62      138471.39      208267.13      151593.69      191438.25      175318.60      54900.66       183433.82      115670.54      247886.92      
current         1991470.01     268632.33      132947.85      99061.37       207057.63      203673.81      172831.42      144476.29      105001.02      186513.38      71389.06       271059.89      128825.96      
arrive          1991002.12     168220.20      197553.30      182748.19      125773.94      151532.54      44772.14       136684.24      260482.34      117657.92      177273.91      163317.37      264986.03      
meeting         1990047.16     83605.88       207113.76      74828.47       230354.84      125449.43      329588.41      136484.86      129466.94      87710.88       170555.83      243447.31      171440.55      
country         1988984.92     159260.02      184613.44      102005.21      192772.20      131683.97      116286.27      313589.90      67972.02       266735.70      186330.51      231436.78      36298.90       
situation       1988130.82     101516.86      165545.09      309696.89      208792.30      151577.29      46568.90       287417.96      280588.48      77372.43       143689.96      63302.16       152062.50      
defense         1987474.90     86266.08       122139.78      145127.13      178517.80      183805.00      207208.72      135785.16      160969.80      386977.04      145603.80      180608.09      54466.50       
feeling         1987201.95     286327.33      178025.11      82170.81       231119.45      186887.57      102459.22      217199.44      123136.40      175336.20      36032.06       140676.52      227831.84      
room            1985531.80     192256.36      119633.22      30898.95       306828.62      206797.24      91523.26       0.00           236403.60      117196.68      402076.97      155744.58      126172.32      
customer        1984422.26     361221.73      49985.82       221005.80      112965.11      215931.75      147589.71      78470.81       263521.14      182007.03      219189.95      67754.91       64778.50       
yard            1983383.00     37768.30       145587.06      124899.66      193129.72      166429.63      101254.00      129146.37      215746.82      227503.97      358321.62      95699.76       187896.09      
difficult       1983206.69     408174.67      153327.84      143869.55      253602.63      122987.38      156215.77      172429.29      74094.13       164117.26      101561.37      169979.55      62847.25       
style           1982886.69     226022.40      114579.06      187499.94      52204.62       419500.68      194074.13      101092.15      114711.91      56203.95       259631.52      186779.26      70587.07       
their           1980477.95     139216.52      103696.40      83941.76       207440.12      223755.89      224943.30      204688.10      134182.73      170368.29      236832.72      216033.44      35378.68       
husband         1980473.99     96249.29       54125.81       243626.48      79417.58       187885.48      191547.37      278182.07      115460.50      158705.53      169935.25      154933.55      250405.08      
do              1979582.75     219269.58      70926.02       130790.38      124924.60      51448.10       168937.05      88902.72       330723.89      42753.61       521805.58      149676.02      79425.20       
hope            1978917.16     141686.84      153139.01      259212.75      153853.26      190637.11      103139.13      110775.28      193306.31      139030.19      208248.37      81004.94       244883.97      
decide          1976901.19     135913.30      228305.50      81363.38       259423.10      128699.52      33477.80       40829.19       145835.12      98500.98       332561.60      287539.59      204452.11      
word            1976813.01     101186.66      296415.51      178832.64      130018.71      104849.19      85333.51       56428.55       197693.84      264149.19      196500.72      164269.25      201135.24      
campaign        1976745.29     242371.94      257572.21      65237.38       65199.09       142734.51      87720.45       302374.45      144344.65      251106.33      176146.35      131259.84      110678.09      
hit             1973141.92     95350.74       139231.01      136500.45      246749.33      104439.97      283602.95      143395.43      84699.16       202914.00      169501.51      116581.77      250175.60      
top             1973121.75     28139.85       115948.29      138061.83      341081.02      303753.68      265169.33      170851.66      199665.90      123649.00      90999.28       138860.06      56941.85       
appear          1970093.92     234116.91      164747.64      224185.34      18128.20       264195.57      124853.72      203452.88      353545.75      49393.68       158609.38      63988.99       110875.86      
level           1969786.18     90261.47       213603.58      216754.76      155447.26      191301.18      81308.72       158980.53      133760.68      137463.29      266276.01      114240.52      210388.18      
feel            1969535.24     172524.27      160192.36      366645.89      86863.44       106173.15      149249.90      143646.47      114591.33      87473.70       193869.32      344298.30      44007.11       
address         1968981.44     86459.36       114522.24      208521.79      120691.81      230360.04      162404.09      0.00           114681.32      120808.52      472291.00      223785.66      114455.61      
order           1968356.29     88304.39       333285.32      51994.14       205822.84      240484.77      56277.18       185052.08      180580.87      101215.66      226606.24      157226.54      141506.26      
ability         1966767.58     293622.45      81293.84       241264.94      69405.36       70953.96       169933.07      198378.01      220568.08      142260.63      173863.78      42273.33       262950.13      
sing            1966599.45     177033.81      164005.33      200832.31      248243.32      77150.51       41155.76       94286.21       212103.15      27702.54       299959.53      268971.28      155155.70      
side            1966463.01     110640.62      239329.39      143562.66      267001.53      44920.30       170430.45      157205.43      98354.57       222107.30      157340.09      113798.88      241771.79      
body            1965394.34     203155.66      191391.89      20129.20       212352.76      25834.38       135263.28      107812.21      56264.62       278156.40      186403.82      205794.95      342835.17      
short           1963350.97     67394.26       158390.49      86330.09       140302.52      301280.54      154760.03      124130.62      129652.89      103194.78      291636.67      302530.07      103748.01      
main            1963071.77     103881.55      183554.41      101510.53      360648.27      40094.72       83496.12       244291.98      9396.48        119436.81      219431.96      121047.77      376281.17      
young           1961251.97     182765.95      48625.24       61669.62       132954.77      7104.24        297331.52      247984.21      284034.26      188080.69      28251.27       128027.58      354422.62      
news            1954481.53     90555.52       35264.74       218754.75      185084.84      153527.05      294351.98      142032.95      216306.10      207991.32      114344.19      148640.36      147627.73      
discuss         1954424.41     169798.44      136932.20      77321.19       143469.51      64596.00       113997.92      432264.54      151426.24      204309.04      123915.96      164858.45      171534.92      
the             1952630.41     147912.84      90220.32       148450.87      79342.87       233694.59      116535.28      153541.33      213283.22      152717.75      212571.13      315228.47      89131.74       
would           1951939.38     139053.84      125242.95      107530.32      214178.23      142955.91      235166.30      179028.68      188250.36      91225.29       166761.28      84768.75       277777.47      
exactly         1948009.42     176132.54      127796.84      269330.09      67399.50       136532.65      250807.44      121203.85      243478.55      57391.12       213770.32      167547.94      116618.58      
meet            1947699.78     211187.45      91466.54       262445.63      112063.50      276165.52      59960.51       59957.10       30189.50       138704.49      282557.05      190560.18      232442.31      
bit             1947517.09     135283.50      335049.99      278766.74      99309.96       110274.71      221124.88      264379.33      194693.64      53093.53       8149.85        33358.16       214032.80      
run             1946970.97     227153.09      204041.02      266658.40      136900.20      148077.94      309469.37      168741.60      135077.78      63656.83       83801.53       181535.85      21857.36       
fact            1944051.11     152382.11      127103.34      94280.30       218108.32      414058.22      98832.16       133174.25      89660.15       198490.86      150133.95      136673.21      131154.24      
wear            1939158.28     315764.19      3970.98        248260.11      226544.44      120115.23      30688.76       71088.91       395663.34      121628.98      145216.10      168372.93      91844.31       
upon            1939115.67     319101.98      79118.22       69941.76       83320.46       141644.42      223920.23      240629.36      89655.54       74952.94       187252.58      151398.48      278179.70      
may             1934595.82     87687.52       87040.16       265746.49      108983.43      178337.05      105626.19      271594.06      165073.05      214217.05      72764.19       192692.37      184834.26      
control         1933963.72     47406.18       311904.94      94431.72       117681.88      386902.60      146879.26      323473.87      76807.54       40939.05       120086.84      120826.73      146623.11      
what            1932858.14     172229.84      152015.06      89086.35       143021.69      132874.61      238471.10      140284.63      179397.27      200945.92      300534.87      112847.66      71149.14       
build           1931986.06     123919.58      240683.47      185268.34      278492.07      93375.56       190323.58      130616.31      264974.01      95037.74       54531.02       67884.81       206879.57      
compare         1930387.84     265801.55      132544.34      295791.81      120972.40      108002.78      177073.42      129457.85      196446.46      80985.23       154918.45      88283.57       180109.98      
general         1929401.57     117665.60      177143.95      158614.73      182521.01      131876.17      186618.85      114211.99      259204.52      194151.28      175259.21      147030.89      85103.37       
share           1926913.71     167826.41      156490.74      135697.73      180836.70      143725.70      85428.76       260869.67      168717.33      60755.18       303722.79      117839.63      145003.07      
wife            1926343.20     421179.55      92796.56       104912.76      190106.35      180061.81      52728.28       118571.70      142400.59      117063.31      200785.38      119955.14      185781.77      
ahead           1926140.61     332756.73      57684.75       216439.71      19179.90       58294.75       142977.84      265335.48      227784.07      90788.26       135242.26      152808.53      226848.33      
ten             1924850.85     252540.25      166996.76      94031.80       117991.27      150841.35      125363.01      236826.87      106874.86      58242.26       121444.86      281487.63      212209.93      
week            1924052.13     191683.26      157360.51      50474.07       89307.76       146421.78      168459.92      345725.70      2217.95        86423.86       200092.75      385154.09      100730.48      
south           1920703.02     74506.40       364944.29      167622.27      180575.43      48572.14       226770.16      93981.19       54055.66       144649.74      182562.11      156538.57      225925.06      
service         1917043.92     116518.87      191525.67      166943.54      132071.88      332230.61      68506.32       184682.95      198089.53      107609.25      159319.60      145910.72      113634.98      
eat             1916513.52     34465.47       157933.68      63928.24       384529.32      209552.88      45747.29       81434.54       152516.47      146783.92      391994.24      166853.59      80773.88       
fight           1915758.81     76257.58       57353.70       222843.09      98913.62       188161.62      134429.00      334155.20      95915.51       212638.52      214648.88      136280.82      144161.27      
represent       1914947.44     66098.44       80674.55       169546.03      182753.08      197440.19      429690.82      150935.39      104437.18      146254.34      188354.43      122362.54      76400.45       
among           1913726.74     84044.99       59520.70       284448.25      163166.41      193362.53      168556.69      133919.08      156063.45      251918.07      276272.42      119697.06      22757.09       
enjoy           1913478.43     175925.05      190478.47      147284.49      259475.46      54791.13       55769.98       265881.78      157493.01      123866.58      131756.16      114748.89      236007.43      
book            1913459.32     127437.30      189895.45      155911.23      229551.70      160410.14      161148.08      76376.62       345365.87      129487.07      29449.87       139616.47      168809.52      
yourself        1913194.98     194419.01      256657.61      108250.27      114086.96      247273.41      217756.90      238727.82      163973.43      43611.81       171877.66      35276.76       121283.34      
former          1912060.40     221822.07      73217.81       38345.52       116750.76      319864.86      66158.46       120478.48      170698.45      387814.19      199505.35      84526.51       112877.94      
night           1911430.51     235419.85      156727.87      115439.37      218176.91      242366.78      118283.77      101627.72      172108.47      197337.81      245429.54      59446.80       49065.62       
assume          1909878.37     281603.20      92325.65       13345.76       213774.56      130426.41      148271.61      115923.86      110510.10      171024.79      175705.83      307579.37      149387.23      
type            1909656.89     226647.56      181172.96      178113.13      214170.71      137271.04      268603.64      131960.86      126100.52      111446.77      104168.80      162214.96      67785.94       
economy         1909360.35     76526.79       186489.21      208151.00      125792.96      115778.78      111455.20      87336.84       251486.57      252816.60      229860.61      91831.74       171834.05      
agree           1909185.75     146119.09      136283.56      24217.64       156720.85      159989.25      298177.17      129570.44      264433.73      212358.66      129044.27      222717.60      29553.49       
investment      1909148.17     53906.55       199331.00      206846.33      63088.75       248085.07      101338.98      168748.62      135152.26      74672.98       151902.30      350497.98      155577.35      
town            1909086.56     129387.36      147143.16      221131.04      196168.72      44861.95       139698.29      181384.30      213927.08      250030.13      87319.04       55178.53       242856.96      
experience      1908274.13     87551.17       128490.33      247067.07      168027.18      80757.42       168057.21      182966.50      196067.95      227719.91      178816.18      117724.16      125029.05      
read            1905851.15     121456.37      204876.44      220521.11      188131.97      93400.87       94909.12       28082.25       229721.19      264259.65      148595.86      194017.55      117878.77      
avoid           1905176.39     187641.52      75214.12       161701.77      47537.62       192009.43      194906.49      49870.44       195232.96      445649.27      169443.87      117696.64      68272.26       
staff           1905019.18     194519.77      161387.76      116652.58      122779.93      68083.77       170902.43      194952.28      220759.44      123607.37      77487.09       121794.48      332092.28      
piece           1904539.11     84761.76       173643.19      155301.85      109546.71      70410.57       59094.48       226354.03      398663.64      213257.73      165221.52      97464.82       150818.81      
might           1903856.25     105855.85      119986.11      83750.00       72388.39       298704.50      229995.61      183642.10      146418.58      167661.60      133136.27      46982.94       315334.30      
model           1899647.68     58605.98       157945.34      133542.95      438322.98      34708.29       63067.71       59987.49       66642.07       147021.79      211978.55      387013.60      140810.93      
plant           1899221.04     157505.02      54412.23       275067.48      167013.80      171886.65      165260.90      78895.14       90911.21       274354.12      120584.52      176718.21      166611.76      
star            1896910.74     193006.19      57126.87       159429.62      238492.07      123211.02      229248.45      101398.08      193950.33      184686.36      33785.09       236544.14      146032.52      
case            1893723.58     63322.54       224659.26      98062.17       168879.30      124342.78      314092.92      59833.64       200679.42      308991.20      105628.12      32431.69       192800.54      
law             1892249.57     108354.34      11813.22       211074.10      94075.00       229885.09      67359.77       121317.35      288676.78      240676.82      255500.33      121716.10      141800.67      
attention       1890527.41     147851.36      104590.35      45147.81       71767.30       154139.72      179425.28      155058.52      338321.53      78898.57       209666.45      189983.33      215677.19      
especially      1888707.51     321883.52      262827.39      110245.35      243811.64      195058.91      143091.57      67621.06       170618.47      57868.91       96521.57       158492.19      60666.93       
boy             1882835.53     323084.96      21588.10       129539.38      266357.99      133306.37      174589.20      200972.66      92697.00       76120.67       73980.10       226545.19      164053.91      
production      1881264.41     222074.73      116051.89      77908.89       125712.57      160712.13      160584.10      105633.28      59063.39       278797.44      224123.82      237620.87      112981.30      
bill            1878949.02     106748.42      139985.25      116918.37      28364.63       376454.64      189220.37      330244.08      181956.48      116191.30      71570.49       20680.25       200614.74      
beyond          1876746.59     291728.51      71961.60       53165.02       62662.16       226392.99      130539.41      122513.57      200142.74      127793.21      82370.31       270694.13      236782.94      
success         1876451.99     146090.79      59825.14       100391.19      164801.65      28396.86       108307.11      220860.76      369931.88      256752.62      201504.08      157097.13      62492.78       
computer        1875505.36     23199.32       278660.71      163358.77      178386.93      111917.44      0.00           257858.60      176305.61      257996.55      152195.79      96872.35       178753.29      
speak           1873281.39     190969.33      281003.22      164941.95      198551.09      55491.34       115863.82      79683.76       57142.56       76464.79       243315.80      160323.28      249530.45      
hundred         1871245.62     377021.25      118242.65      110931.59      140177.83      126261.68      216479.14      103065.22      69331.80       120091.48      198488.35      224011.88      67142.75       
today           1870321.91     172984.49      179035.82      90604.08       112110.53      166388.71      203336.99      71833.95       216824.65      180831.39      203475.01      142901.68      129994.61      
impact          1867978.50     89831.11       106468.16      210614.90      128832.50      115875.84      213294.37      338223.66      129697.72      82038.99       27935.39       291476.11      133689.75      
push            1867666.32     122096.98      71890.40       120195.35      204691.19      115562.08      82886.60       154138.89      377709.38      47564.30       322888.32      134629.07      113413.76      
whole           1866937.48     164826.57      153256.80      78227.32       141755.16      218032.80      314727.89      75163.64       319143.61      144053.47      144600.16      38815.27       74334.79       
church          1865594.69     285449.94      162031.63      96773.57       220696.79      163020.93      38291.48       221556.10      236358.16      50411.15       34649.16       106465.10      249890.68      
always          1860161.47     234263.86      288365.81      129325.35      165140.41      154823.70      117258.93      82336.65       112579.61      117072.41      152457.95      84912.98       221623.81      
perhaps         1858163.44     231567.35      184705.34      108372.42      272465.27      14641.51       140471.11      292190.56      10993.92       154138.34      139775.52      156673.45      152168.65      
kind            1855459.94     116948.31      107936.26      142601.58      227352.72      161784.26      245782.17      92563.59       164414.82      55817.10       45257.90       337569.84      157431.39      
leave           1853054.07     200994.04      273292.42      85591.62       61461.76       112705.90      189484.61      104381.26      131579.71      11058.16       278198.51      265421.29      138884.79      
sound           1849951.42     202287.85      156001.30      164197.85      187929.92      50489.79       156469.91      109809.91      172543.96      240065.40      128556.26      149803.04      131796.23      
early           1849475.13     138793.91      222748.45      142872.71      139077.64      89824.23       186286.22      321567.01      208902.10      70787.15       56413.62       156547.39      115654.70      
my              1849264.21     237892.37      17262.67       120047.77      208066.86      123421.28      107998.18      394932.77      202793.96      104488.84      212862.03      8965.60        110531.88      
president       1847468.18     215523.70      149711.79      148561.23      142653.31      94467.53       67848.38       202289.40      237698.47      66633.43       70929.57       240702.60      210448.77      
lawyer          1847082.41     133149.10      190469.81      309210.79      177275.94      173922.33      250778.59      125194.27      153405.65      78587.08       99442.99       41543.45       114102.41      
source          1844265.24     179669.68      34064.74       69961.48       151524.33      208992.68      222922.80      70878.66       210571.17      138103.14      99842.53       372345.21      85388.82       
study           1841771.41     185558.00      94485.26       119268.90      125362.96      333020.41      113940.66      123153.67      184202.44      85770.65       146262.94      167881.90      162863.62      
choose          1838418.41     46990.31       163133.12      139676.06      147126.63      206863.38      175256.88      57661.34       175868.42      250671.82      116987.27      145785.77      212397.41      
light           1831042.39     8945.58        239726.48      102756.35      168379.37      150063.64      75913.84       123563.52      314636.23      28516.16       158184.25      168236.65      292120.32      
mother          1825806.99     153759.60      139190.86      233407.93      182141.84      133751.17      122892.49      44761.10       200475.69      119444.01      248760.60      112046.66      135175.04      
sure            1825426.21     70943.45       199039.84      194787.16      107394.24      163599.00      173941.56      291783.33      162606.92      218667.72      33510.15       54062.00       155090.84      
human           1823738.17     215875.01      213461.04      115402.86      140606.34      240532.80      166255.34      143692.45      138850.38      179493.29      62746.32       153858.27      52964.07       
teacher         1822854.53     114758.59      97209.67       57146.65       266444.36      110635.84      163257.31      81776.15       115047.30      144782.05      334976.95      83253.60       253566.06      
role            1822486.89     58170.20       121334.96      61240.09       129359.95      213392.15      280076.16      180847.63      209113.55      110547.77      204070.06      159188.24      95146.13       
be              1822209.19     245594.24      47606.34       74424.38       174051.64      55499.58       85394.00       118847.57      108915.25      179144.36      334660.35      278252.92      119818.56      
factor          1821323.80     225807.48      21749.63       138390.39      272568.56      102054.26      250321.17      337774.91      176202.16      19071.48       81799.52       123779.38      71804.86       
population      1821203.62     89998.84       225706.71      286399.78      111063.74      62022.30       180583.19      109594.36      97358.20       192911.99      91563.31       245435.80      128565.40      
resource        1819499.48     64894.96       62411.81       99027.25       204154.18      144851.43      167578.51      286463.44      230633.80      98621.58       74988.20       132888.20      252986.12      
generation      1814065.07     165889.74      96008.32       81606.59       53175.56       124817.15      255404.12      158867.26      85121.99       217559.72      235284.88      234889.14      105440.60      
yet             1810797.79     114085.23      58393.49       106032.86      155739.81      41436.67       41288.88       240646.35      274017.44      133448.57      256859.23      139867.14      248982.12      
possible        1807501.12     104808.47      104218.88      70022.44       139169.81      92432.99       206314.66      276837.37      121559.96      170679.04      216453.95      133791.96      171211.59      
medical         1806396.85     244369.49      45627.19       177830.57      264282.09      122375.30      39045.77       167863.46      298979.49      179490.86      35364.77       72344.31       158823.55      
its             1803204.29     130050.00      87138.80       189011.55      215948.89      174755.70      160791.87      45646.05       201237.14      75170.72       115758.85      364948.00      42746.72       
take            1802707.65     296841.06      61465.81       68406.39       158033.50      55223.60       173882.34      154643.11      84629.26       309589.83      145390.32      109686.68      184915.75      
baby            1791818.64     98779.44       80216.96       104528.02      204678.48      97962.38       145592.50      159345.54      278983.53      127795.79      196637.06      224263.33      73035.61       
whom            1791422.19     92225.08       92477.83       25397.04       32911.16       189157.89      178362.37      221855.46      172891.84      163010.77      95081.27       354590.82      173460.66      
wind            1788578.18     236726.23      76607.52       358585.58      77334.18       81837.21       135437.84      199855.38      273877.08      120467.65      65620.40       86974.87       75254.24       
few             1784294.86     97957.28       98884.64       197868.96      93459.39       165009.96      224477.16      143710.77      73004.23       137427.44      243855.65      109854.10      198785.28      
song            1780424.87     133822.57      111346.57      105112.92      190633.31      218833.47      264628.19      351.75         206997.82      105921.39      276198.76      107190.29      59387.83       
pass            1779442.20     86735.66       95590.82       239526.57      7518.34        305562.72      174416.30      228828.16      121789.47      168459.46      46925.17       188703.64      115385.89      
free            1779265.79     110675.06      101960.66      65902.34       196541.80      182117.70      257321.08      147230.32      73326.99       194373.01      163254.54      114029.46      172532.83      
reality         1778386.79     202613.84      90698.05       108891.84      129734.51      122389.72      80366.39       157651.12      163048.02      70490.59       181244.27      314650.91      156607.53      
speech          1777775.53     18503.35       149112.05      171876.59      202836.61      35581.33       87518.68       160438.76      87307.22       117371.00      251651.96      230624.76      264953.22      
result          1777467.05     128472.50      198120.87      185007.66      80847.26       95162.21       168547.93      111038.47      124403.09      134218.92      164709.29      250031.72      136907.13      
than            1775078.29     169782.36      98224.71       72836.48       177691.38      88055.38       214729.10      106893.94      223411.05      178315.26      90133.20       298241.52      56763.91       
begin           1772496.67     265243.87      145890.85      26041.52       136953.98      76848.87       178890.57      71814.65       172228.96      115985.30      177694.24      90589.55       314314.31      
stuff           1765461.20     65022.97       204045.42      49275.96       214468.77      24344.02       300126.05      116974.18      78688.78       164026.55      351516.54      107109.81      89862.15       
partner         1764885.92     128658.75      163988.63      254905.21      244452.31      137016.18      213072.33      24031.80       94565.59       200959.68      98954.23       137959.29      66321.92       
design          1764245.81     177820.96      193602.20      169927.01      33648.95       62944.81       182834.96      75441.25       189147.16      183010.59      268155.04      142588.02      85124.86       
organization    1764014.46     304175.93      100130.52      31600.27       92417.07       78150.25       79527.48       114611.48      244305.96      93289.63       187143.72      156806.39      281855.76      
movie           1755599.10     190165.55      186798.64      20997.48       84522.08       226974.85      172684.24      135050.96      133764.27      195886.77      101044.23      161489.33      146220.70      
nation          1755210.05     109707.37      94945.03       57722.56       161570.56      0.00           168693.74      212834.67      151935.99      76853.60       404329.04      218326.90      98290.59       
site            1754911.45     179579.56      119796.84      170494.90      171639.40      235247.40      62863.49       182005.83      257852.50      72100.62       55013.92       67851.71       180465.28      
man             1751687.20     51506.70       96903.90       125216.47      354652.05      135858.81      69191.37       123156.18      133041.84      127632.80      154512.96      266553.44      113460.68      
play            1750568.69     92599.70       49746.57       280736.99      265242.76      159039.03      104868.90      61044.53       131948.49      118099.58      256644.48      53379.68       177217.98      
suffer          1748726.20     33988.74       110053.38      88531.41       162263.05      229304.70      132304.30      184731.22      91841.94       260031.75      70824.52       156647.81      228203.38      
money           1743558.02     123647.26      83521.12       177401.96      237025.07      74437.66       62094.20       182203.05      84876.24       88535.92       141087.85      296781.43      191946.26      
example         1739368.49     409629.68      174696.27      251221.49      93932.30       88891.12       215948.65      24244.88       121668.58      122830.35      78440.21       42200.11       115664.85      
argue           1737877.84     121347.83      11603.20       105530.09      81607.70       155847.70      126720.57      69839.39       251241.09      398278.00      193541.73      122365.80      99954.74       
important       1736725.39     151005.49      230716.92      247882.13      158699.80      13034.78       105594.34      40394.56       167721.49      210431.57      167088.79      80899.04       163256.48      
cause           1734463.11     82276.75       88072.33       112585.62      251775.79      150913.16      142122.80      190934.33      157875.76      107123.42      135343.20      46621.21       268818.74      
real            1734062.03     144667.33      208122.62      31096.41       167805.81      197265.60      213206.01      255400.37      144508.81      133987.73      46883.07       130904.96      60213.31       
here            1732356.64     167174.62      319705.37      259572.83      78635.72       100989.55      243364.51      126417.14      37146.99       57249.78       172642.72      75445.47       94011.94       
they            1731991.42     114691.40      86909.98       100275.86      202280.62      160214.54      197635.69      146690.34      212993.71      133239.72      208977.99      46179.94       121901.63      
group           1731622.70     277982.88      286096.34      153837.03      45951.92       225698.36      205601.86      64504.17       34306.36       111761.27      83540.32       108673.19      133669.00      
tell            1729900.63     188699.86      119626.98      154185.88      142981.83      163362.87      162982.90      195760.34      273546.69      179019.75      38907.84       50237.99       60587.70       
use             1728335.29     88557.15       316086.14      159921.93      90628.78       31141.13       208859.51      103860.92      214659.06      139287.66      166567.60      13055.54       195709.87      
air             1726219.68     220233.64      91188.34       184577.74      87671.42       85116.75       185712.83      144562.42      99836.92       137349.31      194494.26      103615.64      191860.41      
including       1725931.71     356619.85      61608.65       174838.79      209693.79      99208.28       109179.13      77615.22       123421.79      82515.25       187990.21      41906.52       201334.23      
full            1724893.49     78066.02       115317.03      176572.95      303274.98      204203.49      64950.05       85236.40       62224.70       146379.89      172784.96      134328.00      181555.02      
next            1724275.33     11948.62       24281.55       333130.42      179316.37      197308.96      50144.21       202163.73      121141.47      72538.62       151611.17      198083.40      182606.81      
soldier         1716308.38     80126.24       190117.41      157561.73      150558.32      130374.68      280248.21      223031.59      99185.49       78696.82       180266.78      124283.82      21857.29       
hour            1715899.79     234165.04      87583.29       232411.06      0.00           19354.50       151562.58      110513.10      251761.72      212247.94      128519.22      113773.47      174007.87      
cup             1714867.01     155972.49      160762.66      318865.08      101818.12      100971.75      140899.87      136851.31      143737.59      102949.76      120256.71      91852.83       139928.84      
dark            1712260.67     36351.18       172015.87      99225.57       87785.47       33445.73       251524.01      198885.23      172207.04      129931.38      223651.72      146961.35      160276.12      
attorney        1711039.25     140574.52      126647.54      229167.89      122872.21      44024.03       198260.69      180808.09      271949.52      87687.66       178851.08      77228.57       52967.45       
employee        1695814.67     101003.08      158156.75      123198.60      292768.39      196642.19      275626.35      73562.18       96257.16       115428.24      3379.25        97131.05       162661.43      
leader          1691889.18     38915.09       176234.78      174668.95      24598.68       135334.68      259048.00      200765.00      102345.04      46069.79       73680.14       79015.09       381213.94      
maintain        1685204.31     92538.35       127609.87      186856.39      104020.96      261296.26      87775.14       10657.10       427420.95      79048.63       173626.49      51048.42       83305.75       
ball            1671032.18     130003.75      94965.78       221805.71      122389.85      168284.62      105046.57      106585.91      33228.78       90856.33       306050.70      147313.61      144500.57      
see             1666954.73     125715.88      150259.47      244901.36      61879.24       152617.66      70004.88       126183.91      125904.84      182047.01      234207.51      187835.85      5397.12        
send            1660673.63     80585.45       246085.63      69205.76       14043.57       192569.26      289344.44      50219.89       82458.61       179766.61      142083.65      133045.46      181265.30      
deep            1656233.70     143912.46      91986.35       304565.60      210000.17      56872.58       124386.88      122363.81      177524.08      208444.22      79042.01       89641.52       47494.02       
